virus	virulent	temperate
NODE_413_length_12312_cov_8.098638	0.0	1.0
NODE_898_length_6495_cov_6.899224	0.8118782016546146	0.1881217983453865
NODE_779_length_6446_cov_5.342826	0.9061544676656095	0.09384553233439061
NODE_782_length_7883_cov_6.464359	0.8440918580422796	0.15590814195772124
NODE_1694_length_3003_cov_3.685210	0.8455303298433936	0.15446967015660706
NODE_774_length_4685_cov_4.877538	0.9107929515418502	0.08920704845814986
NODE_313_length_7970_cov_11.130259	0.8118782016546146	0.1881217983453865
NODE_1066_length_5519_cov_11.305454	0.8118782016546146	0.1881217983453865
NODE_1839_length_1328_cov_4.930086	0.025	0.975
NODE_340_length_15085_cov_7.306520	0.9275881057268723	0.07241189427312777
NODE_1119_length_5023_cov_11.906200	0.986381236199809	0.013618763800191103
NODE_406_length_5653_cov_8.832797	0.8118782016546146	0.1881217983453865
NODE_1048_length_3412_cov_3.720882	0.14752202643171808	0.852477973568282
NODE_2080_length_2689_cov_8.647684	0.8118782016546146	0.1881217983453865
NODE_1233_length_4439_cov_10.491560	0.8118782016546146	0.1881217983453865
NODE_281_length_6882_cov_6.653288	0.8118782016546146	0.1881217983453865
NODE_1425_length_3539_cov_7.956085	0.8118782016546146	0.1881217983453865
NODE_110_length_5458_cov_9.223024	0.9658309554315698	0.03416904456842997
NODE_2191_length_1525_cov_2.623810	0.8118782016546146	0.1881217983453865
NODE_1501_length_3111_cov_3.607984	0.8118782016546146	0.1881217983453865
NODE_143_length_37282_cov_21.851586	0.0125	0.9875
NODE_206_length_8044_cov_8.274377	0.0125	0.9875
NODE_5373_length_1043_cov_4.048583	0.8118782016546146	0.1881217983453865
NODE_444_length_8251_cov_19.583333	0.9744461765671151	0.025553823432884804
NODE_865_length_2666_cov_5.653007	0.8118782016546146	0.1881217983453865
NODE_855_length_4964_cov_12.551232	0.8118782016546146	0.1881217983453865
NODE_1670_length_2836_cov_3.867314	0.8118782016546146	0.1881217983453865
NODE_1526_length_3240_cov_25.778964	0.8118782016546146	0.1881217983453865
NODE_69_length_49389_cov_8.333381|provirus_254_34971	0.1125	0.8875
NODE_166_length_4899_cov_25.667630	0.8118782016546146	0.1881217983453865
NODE_1077_length_1174_cov_3.741734	0.8118782016546146	0.1881217983453865
NODE_5_length_36112_cov_12.717004	0.9612156186452292	0.03878438135477076
NODE_898_length_3266_cov_36.398941	0.8118782016546146	0.1881217983453865
NODE_1232_length_4446_cov_4.133227	0.8800312501502798	0.11996874984972046
NODE_1950_length_1653_cov_4.717772	0.9972986238568456	0.002701376143154288
NODE_1369_length_4054_cov_4.923481	0.7703762393970504	0.22962376060295037
NODE_668_length_9775_cov_8.395165	0.0375	0.9625
NODE_18_length_170276_cov_137.036740|provirus_122720_154544	0.0	1.0
NODE_2184_length_2897_cov_7.643209	0.8118782016546146	0.1881217983453865
NODE_1881_length_1243_cov_5.522727	0.8118782016546146	0.1881217983453865
NODE_76_length_24607_cov_45.251914	0.6625	0.3375
NODE_1077_length_6283_cov_9.092807	0.8118782016546146	0.1881217983453865
NODE_856_length_7149_cov_8.614604	0.0	1.0
NODE_971_length_5388_cov_2.846240	0.8118782016546146	0.1881217983453865
NODE_1411_length_1012_cov_2.218391	0.931779094256249	0.06822090574375078
NODE_311_length_20320_cov_34.359536	0.8701541850220267	0.1298458149779736
NODE_1818_length_2537_cov_3.008864	0.8118782016546146	0.1881217983453865
NODE_1791_length_1384_cov_7.927013	0.8118782016546146	0.1881217983453865
NODE_164_length_28999_cov_13.463136	0.075	0.925
NODE_680_length_15026_cov_185.942956	0.0	1.0
NODE_535_length_1902_cov_2.715214	0.9646444144525776	0.03535558554742225
NODE_197_length_4091_cov_25.228444	0.8118782016546146	0.1881217983453865
NODE_3044_length_1165_cov_1.475676	0.95333095543157	0.046669044568429977
NODE_1896_length_2650_cov_4.356840	0.8118782016546146	0.1881217983453865
NODE_295_length_27982_cov_394.127905	0.7125	0.2875
NODE_830_length_4810_cov_5.175605	0.8118782016546146	0.1881217983453865
NODE_619_length_11199_cov_10.410266	0.986381236199809	0.013618763800191103
NODE_928_length_7174_cov_8.261554	0.8118782016546146	0.1881217983453865
NODE_1349_length_2092_cov_11.966618	0.8461605166393262	0.15383948336067438
NODE_424_length_13454_cov_10.768266	0.0	1.0
NODE_1570_length_4197_cov_19.349107	0.0	1.0
NODE_1070_length_3145_cov_8.108414	0.8118782016546146	0.1881217983453865
NODE_484_length_5956_cov_60.701745	0.7801973201466772	0.21980267985332375
NODE_1855_length_3427_cov_4.307236	0.8118782016546146	0.1881217983453865
NODE_1587_length_2566_cov_3.740342	0.8118782016546146	0.1881217983453865
NODE_3531_length_1517_cov_6.123119	0.8118782016546146	0.1881217983453865
NODE_2004_length_2512_cov_6.669109	0.8118782016546146	0.1881217983453865
NODE_639_length_3393_cov_7.631216	0.8118782016546146	0.1881217983453865
NODE_5926_length_1313_cov_4.853736	0.8118782016546146	0.1881217983453865
NODE_4425_length_1021_cov_4.517598	0.8118782016546146	0.1881217983453865
NODE_1281_length_1088_cov_2.411423	0.8118782016546146	0.1881217983453865
NODE_947_length_5858_cov_6.238325	0.9875	0.0125
NODE_168_length_20682_cov_21.840016	0.9114684120829828	0.08853158791701712
NODE_414_length_12838_cov_6.220840	0.0	1.0
NODE_3710_length_1432_cov_6.719680	0.8118782016546146	0.1881217983453865
NODE_543_length_4816_cov_8.005881	0.8118782016546146	0.1881217983453865
NODE_4072_length_1261_cov_4.812604	0.8118782016546146	0.1881217983453865
NODE_3186_length_1702_cov_3.933212	0.8118782016546146	0.1881217983453865
NODE_1709_length_2618_cov_3.747171	0.8267460430643061	0.17325395693569484
NODE_2164_length_2185_cov_81.042254	0.8461605166393262	0.15383948336067438
NODE_5138_length_1116_cov_2.152686	0.8118782016546146	0.1881217983453865
NODE_1420_length_4785_cov_12.858774	0.8118782016546146	0.1881217983453865
NODE_274_length_2619_cov_3.736349	0.8118782016546146	0.1881217983453865
NODE_1827_length_3438_cov_6.818504	0.8118782016546146	0.1881217983453865
NODE_64_length_8589_cov_10.134521	0.8118782016546146	0.1881217983453865
NODE_717_length_1536_cov_38.029710	0.8118782016546146	0.1881217983453865
NODE_2224_length_2870_cov_6.035524	0.8118782016546146	0.1881217983453865
NODE_55_length_89827_cov_97.896738	0.0625	0.9375
NODE_1179_length_1863_cov_4.367810	0.8118782016546146	0.1881217983453865
NODE_1401_length_1032_cov_3.027636	0.8118782016546146	0.1881217983453865
NODE_31_length_41541_cov_15.540929	0.0125	0.9875
NODE_2008_length_3000_cov_5.932428	0.8118782016546146	0.1881217983453865
NODE_502_length_8707_cov_57.547272	0.0	1.0
NODE_1481_length_2759_cov_3.989645	0.8118782016546146	0.1881217983453865
NODE_210_length_20479_cov_11.050382|provirus_7480_20477	0.7412834636159853	0.25871653638401537
NODE_2185_length_2811_cov_5.858853	0.8945112779837082	0.1054887220162917
NODE_66_length_134130_cov_18.587335|provirus_66308_107467	0.025	0.975
NODE_769_length_8169_cov_24.866404	0.975	0.025
NODE_1393_length_3833_cov_7.134727	0.8118782016546146	0.1881217983453865
NODE_2240_length_1502_cov_3.530753	0.8271306338608608	0.17286936613914
NODE_273_length_6498_cov_6.629986	0.0	1.0
NODE_1338_length_4214_cov_5.262804	0.8118782016546146	0.1881217983453865
NODE_280_length_2575_cov_2.821825	0.8118782016546146	0.1881217983453865
NODE_947_length_4689_cov_9.039491	0.8118782016546146	0.1881217983453865
NODE_622_length_8361_cov_13.566458	0.0	1.0
NODE_276_length_3071_cov_28.626989	0.8118782016546146	0.1881217983453865
NODE_908_length_1325_cov_2.127559	0.9602261948935176	0.03977380510648237
NODE_2562_length_1651_cov_5.389724	0.8118782016546146	0.1881217983453865
NODE_865_length_6424_cov_16.567436	0.0125	0.9875
NODE_755_length_4875_cov_7.749585	0.817366923670906	0.18263307632909473
NODE_109_length_27773_cov_17.890613|provirus_5305_23161	0.0125	0.9875
NODE_1279_length_3475_cov_5.432456	0.8118782016546146	0.1881217983453865
NODE_770_length_1403_cov_2.066766	0.8118782016546146	0.1881217983453865
NODE_839_length_9245_cov_8.674320	0.8550238645244239	0.14497613547557656
NODE_125_length_6311_cov_3.891784	0.8118782016546146	0.1881217983453865
NODE_1258_length_2478_cov_5.522905	0.7429749414245747	0.25702505857542585
NODE_1076_length_1174_cov_4.462913	0.8118782016546146	0.1881217983453865
NODE_548_length_8007_cov_11.081992	0.8416956552175785	0.15830434478242209
NODE_1105_length_4231_cov_8.810824	0.975	0.025
NODE_1869_length_3204_cov_4.899968	0.8118782016546146	0.1881217983453865
NODE_950_length_1286_cov_7.272949	0.8118782016546146	0.1881217983453865
NODE_1392_length_2898_cov_2.884277	0.9972986238568456	0.002701376143154288
NODE_1641_length_3110_cov_3.553519	0.8118782016546146	0.1881217983453865
NODE_2244_length_1328_cov_28.197958	0.0	1.0
NODE_515_length_5801_cov_5.203098	0.8118782016546146	0.1881217983453865
NODE_4715_length_1303_cov_2.362179	0.0	1.0
NODE_1277_length_2938_cov_4.712799	0.8118782016546146	0.1881217983453865
NODE_269_length_3134_cov_2.428061	0.8118782016546146	0.1881217983453865
NODE_446_length_10263_cov_13.200137	0.025	0.975
NODE_2490_length_2526_cov_4.607851	0.8118782016546146	0.1881217983453865
NODE_111_length_16833_cov_22.753546	0.724694777917064	0.2753052220829365
NODE_1923_length_2760_cov_6.805176	0.8118782016546146	0.1881217983453865
NODE_2317_length_1568_cov_6.822868	0.8118782016546146	0.1881217983453865
NODE_1476_length_3230_cov_10.609449	0.8118782016546146	0.1881217983453865
NODE_336_length_5945_cov_6.382343	0.0	1.0
NODE_1089_length_4636_cov_5.018118	0.8118782016546146	0.1881217983453865
NODE_1121_length_4468_cov_66.517109	0.9107929515418502	0.08920704845814986
NODE_577_length_1787_cov_2.331409	0.8943502470480462	0.10564975295195407
NODE_2460_length_2605_cov_26.049804	0.8118782016546146	0.1881217983453865
NODE_977_length_3003_cov_5.709634	0.8118782016546146	0.1881217983453865
NODE_76_length_13618_cov_10.242498	0.8143561752228965	0.18564382477710456
NODE_113_length_7084_cov_5.866553	0.934641658621086	0.06535834137891403
NODE_72_length_13172_cov_143.603110	0.8425660792951544	0.15743392070484583
NODE_1136_length_3651_cov_4.176029	0.8118782016546146	0.1881217983453865
NODE_1770_length_3083_cov_15.330581	0.8118782016546146	0.1881217983453865
NODE_63_length_110474_cov_16.315109|provirus_110_26744	0.3400881057268723	0.6599118942731277
NODE_410_length_13108_cov_8.174519	0.9894130332009757	0.010586966799024359
NODE_635_length_5374_cov_10.472081	0.03502202643171806	0.964977973568282
NODE_583_length_6725_cov_4.753823	0.8217900959277422	0.17820990407225873
NODE_369_length_11021_cov_18.926774	0.9972986238568456	0.002701376143154288
NODE_3896_length_1096_cov_3.636888	0.0	1.0
NODE_2297_length_1338_cov_4.257989	0.0	1.0
NODE_173_length_16054_cov_33.606850	0.8043341487911784	0.1956658512088226
NODE_861_length_5911_cov_16.363559	0.7	0.3
NODE_292_length_47089_cov_379.804461|provirus_45_28630	0.075	0.925
NODE_755_length_8367_cov_9.003248	0.0	1.0
NODE_657_length_7863_cov_7.580046	0.6875	0.3125
NODE_2942_length_1160_cov_4.734842	0.0	1.0
NODE_994_length_4515_cov_8.534753	0.0	1.0
NODE_246_length_2849_cov_3.388332	0.8118782016546146	0.1881217983453865
NODE_2210_length_2500_cov_8.474029	0.8118782016546146	0.1881217983453865
NODE_1787_length_3539_cov_5.173938	0.8410650399620725	0.15893496003792842
NODE_2428_length_1534_cov_4.545639	0.0	1.0
NODE_1219_length_4494_cov_4.358865	0.8579533434524297	0.14204665654757034
NODE_1017_length_4404_cov_8.700851	0.8118782016546146	0.1881217983453865
NODE_44_length_11166_cov_7.982990	0.9775568676815045	0.022443132318495394
NODE_1991_length_2613_cov_11.167709	0.8118782016546146	0.1881217983453865
NODE_138_length_18101_cov_24.902139	0.0625	0.9375
NODE_506_length_14593_cov_7.901087	0.025	0.975
NODE_397_length_16929_cov_5.824641	0.8118782016546146	0.1881217983453865
NODE_938_length_3589_cov_7.188738	0.8550238645244239	0.14497613547557656
NODE_4383_length_1318_cov_9.849565	0.0	1.0
NODE_84_length_6403_cov_3.902804	0.838864590525443	0.1611354094745579
NODE_144_length_5559_cov_3.918060	0.9509631140218782	0.0490368859781216
NODE_165_length_16883_cov_194.874733	0.0	1.0
NODE_415_length_21306_cov_20.049974	0.8118782016546146	0.1881217983453865
NODE_1174_length_1125_cov_1.920561	0.8118782016546146	0.1881217983453865
NODE_371_length_7093_cov_11.975703	0.9320112779837082	0.06798872201629169
NODE_1323_length_3039_cov_6.837466	0.8118782016546146	0.1881217983453865
NODE_2528_length_2034_cov_12.868621	0.9972986238568456	0.002701376143154288
NODE_523_length_5655_cov_4.423929	0.8118782016546146	0.1881217983453865
NODE_2601_length_2732_cov_10.304072	0.8118782016546146	0.1881217983453865
NODE_201_length_19348_cov_868.755611	0.0	1.0
NODE_1050_length_3310_cov_18.847312	0.8118782016546146	0.1881217983453865
NODE_195_length_3486_cov_2.403964	0.8118782016546146	0.1881217983453865
NODE_3599_length_1022_cov_3.847983	0.9987156186452293	0.0012843813547707623
NODE_1206_length_5083_cov_16.050716	0.8118782016546146	0.1881217983453865
NODE_1093_length_3876_cov_3.449097	0.8118782016546146	0.1881217983453865
NODE_585_length_6652_cov_6.207367	0.7912262038015135	0.20877379619848746
NODE_4258_length_1423_cov_2.616228	0.8118782016546146	0.1881217983453865
NODE_277_length_7921_cov_10.657513	0.8118782016546146	0.1881217983453865
NODE_986_length_7357_cov_9.719118	0.0	1.0
NODE_1057_length_3172_cov_99.676612	0.8118782016546146	0.1881217983453865
NODE_610_length_3029_cov_10.024210	0.8470645545657067	0.15293544543429416
NODE_268_length_3148_cov_3.263822	0.9320112779837082	0.06798872201629169
NODE_2605_length_1682_cov_3.442532	0.0	1.0
NODE_1250_length_4468_cov_38.665307	0.8118782016546146	0.1881217983453865
NODE_119_length_5193_cov_4.218568	0.8118782016546146	0.1881217983453865
NODE_2061_length_3718_cov_15.018291	0.8118782016546146	0.1881217983453865
NODE_1717_length_3480_cov_3.320000	0.8118782016546146	0.1881217983453865
NODE_73_length_18156_cov_15.957737	0.0	1.0
NODE_907_length_3696_cov_59.322164	0.8118782016546146	0.1881217983453865
NODE_689_length_5803_cov_139.537056	0.8461605166393262	0.15383948336067438
NODE_4372_length_1213_cov_2.302245	0.0625	0.9375
NODE_1471_length_2976_cov_2.679904	0.8118782016546146	0.1881217983453865
NODE_2340_length_2098_cov_6.842389	0.8118782016546146	0.1881217983453865
NODE_530_length_12000_cov_40.575303	0.0375	0.9625
NODE_2189_length_2739_cov_5.156110	0.8118782016546146	0.1881217983453865
NODE_962_length_4645_cov_65.713943	0.831214366862006	0.16878563313799494
NODE_1195_length_5236_cov_6.947693	0.0	1.0
NODE_1168_length_1142_cov_1.855566	0.8118782016546146	0.1881217983453865
NODE_2064_length_2932_cov_9.610706	0.8118782016546146	0.1881217983453865
NODE_3796_length_1869_cov_4.323594	0.8886904295735778	0.11130957042642216
NODE_119_length_41869_cov_11.496795|provirus_190_24455	0.12252202643171808	0.877477973568282
NODE_707_length_10061_cov_16.960224	0.7412834636159853	0.25871653638401537
NODE_1322_length_2624_cov_4.678863	0.8118782016546146	0.1881217983453865
NODE_864_length_1376_cov_2.677517	0.8118782016546146	0.1881217983453865
NODE_299_length_12840_cov_7.627063	0.0375	0.9625
NODE_2495_length_1362_cov_2.534813	0.8118782016546146	0.1881217983453865
NODE_2885_length_1082_cov_3.023369	0.8287014312450708	0.17129856875493005
NODE_682_length_2733_cov_15.867438	0.8118782016546146	0.1881217983453865
NODE_852_length_4233_cov_16.573959	0.8118782016546146	0.1881217983453865
NODE_432_length_17999_cov_36.791239	0.15	0.85
NODE_1085_length_2628_cov_21.639583	0.0	1.0
NODE_564_length_12863_cov_9.493910	1.0	0.0
NODE_172_length_22899_cov_500.400893	0.8954303871770136	0.10456961282298664
NODE_2176_length_2505_cov_7.395510	0.8980726872246698	0.10192731277533044
NODE_1286_length_3943_cov_8.614969	0.9972986238568456	0.002701376143154288
NODE_377_length_6517_cov_6.469205	0.8118782016546146	0.1881217983453865
NODE_1322_length_2837_cov_304.177211	0.8118782016546146	0.1881217983453865
NODE_208_length_51348_cov_41.610220	0.0	1.0
NODE_2005_length_1578_cov_7.019698	0.0	1.0
NODE_3358_length_2091_cov_11.059430	0.0	1.0
NODE_1513_length_2581_cov_6.406572	0.8118782016546146	0.1881217983453865
NODE_317_length_13362_cov_13.186669	0.9270976057576498	0.07290239424235015
NODE_854_length_5650_cov_8.915639	0.9342570678245311	0.06574293217546884
NODE_915_length_3149_cov_9.552683	0.8118782016546146	0.1881217983453865
NODE_742_length_2991_cov_3.668256	0.8118782016546146	0.1881217983453865
NODE_1671_length_3911_cov_10.739108	0.8118782016546146	0.1881217983453865
NODE_3286_length_1361_cov_2.157734	0.8118782016546146	0.1881217983453865
NODE_154_length_68062_cov_18.784963|provirus_36222_68060	0.8551762114537447	0.14482378854625552
NODE_489_length_18498_cov_16.453017	0.931779094256249	0.06822090574375078
NODE_440_length_4091_cov_6.641724	0.931779094256249	0.06822090574375078
NODE_590_length_3147_cov_3.171087	0.8118782016546146	0.1881217983453865
NODE_2033_length_3140_cov_4.623339	0.0	1.0
NODE_766_length_7639_cov_85.453718	0.0	1.0
NODE_928_length_4652_cov_7.668915	0.8118782016546146	0.1881217983453865
NODE_18_length_19544_cov_11.024270	0.9625	0.0375
NODE_796_length_4002_cov_5.617938	0.8118782016546146	0.1881217983453865
NODE_631_length_10280_cov_5.833154	0.0	1.0
NODE_1467_length_1001_cov_3.873150	0.8118782016546146	0.1881217983453865
NODE_2315_length_1592_cov_4.810020	0.8213243685183043	0.1786756314816957
NODE_766_length_5543_cov_5.652332	0.8118782016546146	0.1881217983453865
NODE_870_length_1319_cov_1.970728	0.8118782016546146	0.1881217983453865
NODE_70_length_13424_cov_4.735882	0.9320112779837082	0.06798872201629169
NODE_3661_length_2098_cov_4.863436	0.20269823788546254	0.7973017621145374
NODE_1334_length_2095_cov_3.035784	0.8118782016546146	0.1881217983453865
NODE_48_length_17643_cov_82.725562	0.985022026431718	0.014977973568281937
NODE_818_length_6157_cov_23.997542	0.8118782016546146	0.1881217983453865
NODE_403_length_4567_cov_8.259087	0.964110712130639	0.03588928786936091
NODE_1447_length_3472_cov_27.441030	0.8396897343386005	0.1603102656614003
NODE_927_length_4608_cov_4.518559	0.6225220264317181	0.37747797356828194
NODE_47_length_17757_cov_361.699697	0.8770938573721232	0.12290614262787732
NODE_184_length_3654_cov_4.500695	0.975	0.025
NODE_1562_length_3627_cov_5.036114	0.8118782016546146	0.1881217983453865
NODE_175_length_29015_cov_2566.187293	0.0	1.0
NODE_129_length_27218_cov_9.424806	0.9625	0.0375
NODE_740_length_4991_cov_5.070097	0.8235571479236009	0.1764428520763999
NODE_1023_length_5456_cov_6.579893	0.8118782016546146	0.1881217983453865
NODE_1776_length_2595_cov_3.965354	0.8118782016546146	0.1881217983453865
NODE_627_length_6108_cov_41.545845	0.9262128001034003	0.07378719989659965
NODE_1012_length_3289_cov_4.128324	0.0125	0.9875
NODE_795_length_2536_cov_4.845627	0.8118782016546146	0.1881217983453865
NODE_907_length_1325_cov_2.300787	0.8118782016546146	0.1881217983453865
NODE_2107_length_1681_cov_2.619926	0.8118782016546146	0.1881217983453865
NODE_555_length_13052_cov_9.809264	0.7729643451239226	0.22703565487607813
NODE_2089_length_3294_cov_24.345477	0.8336573783816347	0.16634262161836616
NODE_615_length_3013_cov_5.146383	0.8744950875526442	0.1255049124473558
NODE_731_length_2682_cov_6.396650	0.8118782016546146	0.1881217983453865
NODE_450_length_15129_cov_5.661603	0.0125	0.9875
NODE_169_length_60470_cov_54.574162	0.5	0.5
NODE_1337_length_4393_cov_2.505302	0.8118782016546146	0.1881217983453865
NODE_1226_length_5681_cov_10.171170	0.0	1.0
NODE_131_length_4785_cov_7.429598	0.9541120944161541	0.04588790558384566
NODE_101_length_12442_cov_9.785824	0.0125	0.9875
NODE_4125_length_1127_cov_7.027052	0.8118782016546146	0.1881217983453865
NODE_384_length_5899_cov_10.838809	0.9718791193933999	0.028120880606600045
NODE_666_length_4402_cov_165.530481	0.8118782016546146	0.1881217983453865
NODE_839_length_4261_cov_7.643367	0.8118782016546146	0.1881217983453865
NODE_956_length_5512_cov_11.889316	0.0	1.0
NODE_1215_length_4762_cov_296.029530	0.8118782016546146	0.1881217983453865
NODE_249_length_15525_cov_6.736070	0.0	1.0
NODE_1595_length_1770_cov_2.963848	0.2875	0.7125
NODE_2291_length_2512_cov_5.264550	0.8118782016546146	0.1881217983453865
NODE_2141_length_3217_cov_14.745098	0.8118782016546146	0.1881217983453865
NODE_295_length_14834_cov_25.013194	0.8841693061957635	0.11583069380423665
NODE_108_length_81464_cov_35.157759|provirus_7818_70337	0.0	1.0
NODE_115_length_5265_cov_4.248752	0.0	1.0
NODE_4483_length_1325_cov_2.606299	0.15	0.85
NODE_1219_length_2329_cov_3.319261	0.8118782016546146	0.1881217983453865
NODE_957_length_6801_cov_3.555885	0.0	1.0
NODE_449_length_1931_cov_5.841151	0.8118782016546146	0.1881217983453865
NODE_895_length_8805_cov_38.271086	0.0	1.0
NODE_142_length_5603_cov_31.031363	0.8118782016546146	0.1881217983453865
NODE_673_length_1624_cov_3.067559	0.9602261948935176	0.03977380510648237
NODE_867_length_2238_cov_287.902428	0.931779094256249	0.06822090574375078
NODE_1305_length_4092_cov_12.236810	0.8118782016546146	0.1881217983453865
NODE_3202_length_1566_cov_4.050960	0.9625	0.0375
NODE_859_length_5065_cov_4.762275	1.0	0.0
NODE_3039_length_1648_cov_3.305712	0.0	1.0
NODE_214_length_17775_cov_57.766253	0.9125	0.0875
NODE_519_length_8255_cov_36.759024	0.9972986238568456	0.002701376143154288
NODE_498_length_18150_cov_25.040951|provirus_5737_18148	0.975	0.025
NODE_1477_length_3366_cov_5.620054	0.8186393254756231	0.1813606745243772
NODE_112_length_41464_cov_15.281919	0.075	0.925
NODE_1736_length_2914_cov_5.421126	0.8118782016546146	0.1881217983453865
NODE_2684_length_1405_cov_2.911852	0.0	1.0
NODE_427_length_16212_cov_30.515318	0.9503303964757709	0.049669603524229076
NODE_1994_length_1614_cov_5.948044	0.8118782016546146	0.1881217983453865
NODE_1467_length_3864_cov_6.331846	0.8118782016546146	0.1881217983453865
NODE_2051_length_3108_cov_4.075336	0.8880556134907275	0.11194438650927263
NODE_1583_length_3357_cov_15.397032	0.9989514536119699	0.0010485463880299235
NODE_1960_length_3107_cov_46.232962	0.8118782016546146	0.1881217983453865
NODE_180_length_3805_cov_4.354133	0.8118782016546146	0.1881217983453865
NODE_2312_length_2553_cov_2.835869	0.8118782016546146	0.1881217983453865
NODE_2985_length_1477_cov_5.940225	0.8118782016546146	0.1881217983453865
NODE_1531_length_4294_cov_12.828969	0.0125	0.9875
NODE_286_length_13153_cov_47.017331	0.8529185022026432	0.14708149779735688
NODE_680_length_3182_cov_4.424368	0.894899091559971	0.10510090844002881
NODE_5915_length_1043_cov_13.946356	0.8118782016546146	0.1881217983453865
NODE_1026_length_5707_cov_4.867127	0.8118782016546146	0.1881217983453865
NODE_620_length_4093_cov_9.471521	0.8118782016546146	0.1881217983453865
NODE_765_length_5828_cov_11.426295	0.8118782016546146	0.1881217983453865
NODE_871_length_5587_cov_53.783442	0.9745052770448549	0.02549472295514512
NODE_1273_length_4490_cov_9.000000	0.5392340635142524	0.4607659364857476
NODE_2320_length_2772_cov_4.598822	0.8118782016546146	0.1881217983453865
